"customer_id","customer_name","birth_year","birth_month","gender","address","address_2","city","state_abv","zip_code","per_capita_income_for_zip_code","customer_annual_income"
999,"Valeria Schmidt",1963,3,"Female","900 Littlewood Street",NULL,"Barnegat","NJ","8005",20034,40848
1000,"Valentina Perez",1973,2,"Female","96 Jefferson Street",NULL,"Daytona Beach","FL","32118",16733,34112
1001,"Charley King",1994,2,"Female","682 Martin Luther King Avenue",NULL,"Dallas","TX","75230",63159,128775
1002,"Brennan Flores",1969,10,"Male","517 Eighth Drive","440","Huntington","NY","11743",51032,104045
1003,"Paulina Hill",1961,6,"Female","385 Jefferson Avenue","9","Hendersonville","TN","37075",25166,51316
1004,"Ramona Parker",1954,1,"Female","1105 Second Drive",NULL,"Dearborn","MI","48124",24561,48690
1005,"Renee Brooks",2002,2,"Female","1358 Plum Avenue",NULL,"Lucinda","PA","16235",17321,35311
1006,"Emmy Gomez",1977,8,"Female","800 Madison Street",NULL,"Orlando","FL","32808",13414,27354
1007,"Ainsley Phillips",1963,4,"Female","13 Rose Boulevard",NULL,"Pawling","NY","12564",31288,63796
1008,"Marlon Howard",1991,5,"Male","104 First Boulevard",NULL,"Apex","NC","27502",32485,66237
1009,"Kai King",1961,7,"Female","427 Essex Lane",NULL,"Matthews","NC","28105",27254,55569
1010,"Emmett Morgan",1979,5,"Male","855 Sussex Avenue",NULL,"Saint Paul","MN","55116",32972,67226
1011,"Celine Lonsdale",1976,11,"Female","689 Valley Stream Lane","9","Boxford","MA","1921",52066,106159
1012,"Brenna Gonzalez",1951,8,"Female","222 Lafayette Lane","3","Elma","NY","14059",24651,50258
1013,"Keyla Russell",1975,5,"Female","4868 Lake Lane",NULL,"Huntington Beach","CA","92647",26966,54981
1014,"Khalil Fernandez",1960,8,"Male","60396 Elm Street",NULL,"Naples","FL","34104",17455,35590
1015,"Robert Anwar",1978,5,"Male","469 Pine Street",NULL,"Belleville","IL","62221",24509,49967
1016,"Miranda Carter",1989,7,"Female","4788 Jefferson Boulevard",NULL,"Springfield","OR","97478",18446,37610
1017,"Tinley Fu",1988,11,"Female","4947 Sussex Boulevard",NULL,"Bensalem","PA","19020",24817,50599
1018,"Michael Anwar",1955,10,"Male","8999 Washington Drive",NULL,"Oceanside","NY","11572",32805,66885
1019,"Adrienne Wilson",1959,1,"Female","9473 Mill Street",NULL,"Clifton","NJ","7012",31281,63781
1020,"Kehlani Torres",1970,7,"Female","836 Bayview Avenue",NULL,"Tulsa","OK","74137",46461,94733
1021,"Reese Ryan",1970,5,"Male","4882 Mountain View Lane",NULL,"Kansas City","MO","64124",12064,24598
1022,"Corey King",1974,1,"Male","434 Bayview Avenue","91","Cowansville","PA","16218",17870,36440
1023,"Reagan Butler",1996,1,"Male","716 Bayview Avenue",NULL,"Hamptonville","NC","27020",15545,31693
1024,"Aylin Lopez",2000,3,"Female","39 Park Lane",NULL,"Los Angeles","CA","90022",13485,27494
1025,"Abdullah Xi",1955,2,"Male","1032 Second Lane",NULL,"Clifton Springs","NY","14432",19095,20614
1026,"Rylee El-Mafouk",1938,1,"Female","1437 Madison Lane",NULL,"Dallas","TX","75238",27814,66999
1027,"Marcel Myers",1978,4,"Male","4693 Elm Lane","682","Crestview","FL","32536",19066,38874
1028,"Julieta Schmidt",1995,1,"Female","834 Elm Avenue","8","Woodland Park","CO","80863",23550,48017
1029,"Josie Fernandez",1972,8,"Female","5647 Burns Boulevard","6","Galliano","LA","70354",21966,44789
1030,"Ellis Gray",1984,5,"Female","96 Ninth Drive",NULL,"Atlanta","TX","75551",16746,34143
1031,"Trey Carter",1936,7,"Male","3241 Park Lane",NULL,"Albuquerque","NM","87121",15385,16611
1032,"Sage Thompson",1983,3,"Female","620 River Boulevard",NULL,"Walla Walla","WA","99362",18880,38496
1033,"Ivan Anderson",1941,11,"Male","5004 Lake Street",NULL,"Oklahoma City","OK","73110",16016,31046
1034,"Noe Sanchez",1982,3,"Male","7954 Wessex Boulevard","3","Vienna","VA","22182",60593,123540
1035,"Brooklyn Cook",1954,5,"Female","9052 River Lane",NULL,"Alcoa","TN","37701",18273,39809
1036,"Eric Lonsdale",1956,1,"Male","25521 First Street",NULL,"Dublin","GA","31021",16958,34576
1037,"Estella Price",1945,7,"Female","5064 North Lane",NULL,"Woodmere","NY","11598",45685,110570
1038,"Jett Barnes",1992,1,"Male","564 Catherine Lane",NULL,"Green Bay","WI","54302",16801,34262
1039,"Maximiliano Carter",1979,12,"Male","9466 Essex Street",NULL,"Bessemer","AL","35023",19851,40473
1040,"Juliette Phillips",1986,4,"Female","9761 East Street",NULL,"Atlanta","GA","30342",47453,96744
1041,"Miller Powell",1971,8,"Male","884 Tenth Drive","563","Louisville","MS","39339",15316,31231
1042,"Tori Macron",1962,5,"Female","992 Forest Street",NULL,"Allen","TX","75002",32580,66427
1043,"Andres Lewis",1988,11,"Male","237 Hill Lane","8","Waco","TX","76707",11512,23469
1044,"Aydin Long",1989,11,"Male","8687 Ninth Drive","5154","Lakewood","NJ","8701",13006,26519
1045,"Martha Bailey",1979,8,"Female","6950 Federal Avenue",NULL,"Ashville","AL","35953",17067,34799
1046,"Ryann Schmidt",1991,12,"Female","816 Little Creek Lane",NULL,"Astoria","OR","97103",17260,35194
1047,"Marie Gray",1991,7,"Female","7004 Mill Drive",NULL,"Zion","IL","60099",19463,39679
1048,"Tomas Ross",1952,3,"Male","1 Burns Lane",NULL,"San Jose","CA","95121",25115,31287
1049,"Issac Gomez",1993,9,"Male","381 Sussex Avenue","20","Nolanville","TX","76559",19032,38805
1050,"Barbara Peterson",1976,4,"Female","4 North Street",NULL,"Washington","DC","20011",23940,48810
1051,"Owen Johnson",1957,6,"Male","896 Madison Boulevard",NULL,"Meridian","ID","83646",22290,45450
1052,"Ellen Sanders",1994,7,"Female","5338 Fifth Boulevard",NULL,"Union City","NJ","7087",16770,34201
1053,"Nyla Faraday",1966,3,"Female","5773 River Street",NULL,"Burney","CA","96013",16742,34137
1054,"Blaze Davis",1952,12,"Male","388 Third Avenue",NULL,"Fresno","CA","93727",17683,28357
1055,"Gabriella Price",1989,8,"Female","9104 Second Avenue","689","Houston","TX","77081",15862,32343
1056,"Jewel Smith",2002,1,"Female","2108 Spruce Lane",NULL,"Sacramento","CA","95825",20670,42142
1057,"Mekhi Phillips",1989,7,"Male","7691 Ocean View Avenue",NULL,"New Bern","NC","28560",16177,32985
1058,"Omari Cook",1937,8,"Male","58 River Avenue",NULL,"New York","NY","10032",16494,23572
1059,"Kehlani Foster",1994,12,"Female","142 Rose Drive",NULL,"Springfield","MA","1107",14155,28862
1060,"Aliana Diaz",1943,10,"Female","2760 Forest Drive",NULL,"Sioux Falls","SD","57106",21089,31145
1061,"Amari Masvidal",1956,2,"Female","9505 Martin Luther King Avenue",NULL,"Modesto","CA","95351",13015,26535
1062,"Chanel Jackson",1962,2,"Female","901 Oak Street",NULL,"New Kensington","PA","15068",19517,39796
1063,"Kyree Phillips",1948,3,"Male","3095 Hill Boulevard","6","Casper","WY","82604",25502,51703
1064,"Sutton Harris",1953,12,"Male","350 North Street","7659","Romulus","MI","48174",18879,31175
1065,"Thiago Roman",1930,11,"Male","89 Wessex Street",NULL,"Chicago Heights","IL","60411",16503,38761
1066,"Pedro Phillips",1933,11,"Male","3899 Seventh Lane",NULL,"Jacksonville","FL","32218",19382,33291
1067,"Emerson Faraday",1980,2,"Female","7476 First Lane",NULL,"Gainesville","FL","32606",25812,52630
1068,"Tony Walker",1946,12,"Male","6781 Spruce Boulevard",NULL,"Pacoima","CA","91331",14317,26481
1069,"Robert Fu",1995,7,"Male","276 12th Boulevard",NULL,"Chicago","IL","60614",0,2370
1070,"Nickolas Neufelder",1960,3,"Male","1362 Norfolk Drive",NULL,"Montgomery","AL","36111",21102,43021
1071,"Forrest Wood",2002,1,"Male","392 Rose Drive",NULL,"Dorchester","MA","2125",21809,44466
1072,"Roger James",1969,3,"Male","1559 Tenth Street","3829","Tampa","FL","33613",21033,42886
1073,"Levi Murphy",1984,5,"Male","315 Little Creek Lane","3","Granite City","IL","62040",18560,37843
1074,"London Garcia",1985,10,"Male","539 Maple Drive","88","Kernersville","NC","27284",23738,48398
1075,"Clementine Carter",1986,10,"Female","26191 George Drive",NULL,"Detroit","MI","48235",13820,28181
1076,"Opal Ortiz",1971,10,"Female","7139 Lake Boulevard",NULL,"Clinton","TN","37716",18353,37422
1077,"Amy Ryan",1995,3,"Female","5 Hill Avenue","26","San Diego","CA","92127",44747,91237
1078,"Davion Xi",1960,4,"Male","9099 Little Creek Drive","86","Minneapolis","MN","55425",21535,43913
1079,"Jude James",1982,4,"Male","7559 Forest Boulevard",NULL,"Hobart","IN","46342",21851,44550
1080,"Bruce Gonzalez",1945,2,"Male","2842 Littlewood Avenue","9","Orlando","FL","32825",20121,42806
1081,"Rowan Rodriguez",1956,12,"Female","4461 Hill Street",NULL,"Merritt Island","FL","32952",26339,53702
1082,"Casey El-Mafouk",1933,8,"Female","5220 Lincoln Street",NULL,"Nashville","TN","37211",20030,38273
1083,"Ailani Smith",1991,2,"Female","3260 Hillside Lane","10","Hendersonville","TN","37075",25166,51303
1084,"Aranza Perez",1975,5,"Female","518 Norfolk Avenue",NULL,"Jackson","GA","30233",17545,35775
1085,"Erika El-Mafouk",1948,3,"Female","149 Burns Boulevard",NULL,"Littleton","CO","80122",31024,67186
1086,"Morgan Gao",1972,7,"Male","30 First Lane","9","Johnstown","OH","43031",22934,46763
1087,"Ayden Kelley",1958,2,"Male","142 Catherine Street",NULL,"Mission","TX","78572",14275,29110
1088,"Isaias Abe",1929,10,"Male","3019 Elm Drive",NULL,"Vineland","NJ","8360",17685,41831
1089,"Kylie Mitchell",1978,1,"Female","606 Spruce Boulevard",NULL,"Reading","PA","19607",24089,49117
1090,"Mallory Morgan",1950,4,"Female","128 Main Street",NULL,"Middleton","WI","53562",33808,68930
1091,"Raelynn Williams",1952,1,"Female","44 Ocean Avenue","91","Little River","SC","29566",13907,20334
1092,"Freya Garcia",1976,7,"Female","57799 Oak Boulevard","3380","Buffalo","NY","14211",12220,24917
1093,"Nicole Ajami",1980,12,"Female","1533 Martin Luther King Lane",NULL,"South Beloit","IL","61080",21749,44344
1094,"Courtney Jones",1982,1,"Female","377 Mountain View Drive","4","Ava","IL","62907",16825,34311
1095,"Dallas Abe",1962,3,"Male","252 Eighth Lane",NULL,"Saint Albans","WV","25177",17282,35239
1096,"Dallas Ajami",1964,4,"Male","959 Tenth Street",NULL,"Mokelumne Hill","CA","95245",18223,37147
1097,"Averi Taylor",1970,2,"Female","61674 Elm Drive","6","Lebanon","OR","97355",17003,34671
1098,"Colby Myers",1962,10,"Male","936 12th Street",NULL,"Pasadena","MD","21122",30004,61173
1099,"Bria Ortiz",1964,9,"Female","919 Ocean View Lane",NULL,"Manteca","CA","95337",23368,47643
1100,"Layla Kelly",1959,6,"Female","498 Elm Lane",NULL,"Kingman","AZ","86401",17113,34895
1101,"Oakley Harris",1956,2,"Female","25 Elm Street","2","Keller","TX","76248",0,1785
1102,"Zachariah Fernandez",1921,11,"Male","468 Spruce Street","7","Vacaville","CA","95687",26137,33869
1103,"Giovanna Reyes",1943,1,"Female","6864 Norfolk Boulevard",NULL,"Warner Robins","GA","31088",20835,31066
1104,"Armani Hill",1982,5,"Female","345 George Street",NULL,"Garland","TX","75044",27057,55172
1105,"Carolyn Reyes",1966,2,"Female","72990 Second Drive",NULL,"Hickman","NE","68372",23029,46956
1106,"Rory El-Mafouk",1966,7,"Male","5886 Ninth Boulevard",NULL,"Scottsdale","AZ","85260",36300,74012
1107,"Atlas Evans",1987,3,"Male","69080 Spruce Street",NULL,"Houston","TX","77035",20055,40887
1108,"Legend Thomas",1987,11,"Male","6415 Sussex Lane",NULL,"Milton","PA","17847",16935,34531
1109,"Maisie James",2001,7,"Female","243 Forest Lane",NULL,"Howard Beach","NY","11414",26481,53995
1110,"Destiny Fu",1951,6,"Female","478 Hill Avenue",NULL,"Marietta","GA","30067",30747,63502
1111,"Romeo Fisher",1969,2,"Male","849 Littlewood Drive","4","Lubbock","TX","79414",16272,33178
1112,"Zain Ramirez",1935,4,"Male","402 El Camino Drive",NULL,"Bradenton","FL","34212",29583,44690
1113,"Melody Nelson",1963,3,"Female","6134 Littlewood Lane","7","Gulfport","MS","39503",19327,39409
1114,"David Fu",2000,5,"Male","29894 Martin Luther King Lane",NULL,"Clearwater","FL","33755",16223,33080
1115,"Musa Williams",1965,8,"Male","52 Sixth Boulevard",NULL,"Alpharetta","GA","30005",43725,89152
1116,"Lydia Moore",1950,2,"Female","888 Lincoln Street",NULL,"Duluth","MN","55807",17474,27772
1117,"Mohamed Hall",1954,1,"Male","5238 Plum Street",NULL,"San Martin","CA","95046",26188,44137
1118,"Daniella Parker",1954,2,"Female","7888 Fourth Street",NULL,"Vanceboro","NC","28586",14844,30265
1119,"Gary Peterson",1965,1,"Male","2100 Summit Street",NULL,"Houston","TX","77031",18412,37534
1120,"Kase Chen",1998,11,"Male","3900 Rose Street",NULL,"Winslow","AZ","86047",15864,32345
1121,"Adrian Rogers",1981,3,"Male","2750 Rose Boulevard",NULL,"Postville","IA","52162",13332,27183
1122,"Harlow Green",1967,8,"Female","869 Little Creek Lane","1","Holland","MI","49423",18877,38487
1123,"Melody Masvidal",1950,4,"Female","131 Tenth Avenue",NULL,"Urbandale","IA","50322",26764,33642
1124,"Trinity Campbell",1968,12,"Female","3722 Valley Boulevard",NULL,"El Paso","TX","79902",16823,34302
1125,"Arianna Clark",1988,9,"Female","775 Lexington Boulevard",NULL,"Georgetown","TX","78626",20968,42754
1126,"Cassidy Hill",1995,4,"Female","4020 Littlewood Street",NULL,"South Park","PA","15129",25037,51045
1127,"Jonas Baker",1935,8,"Male","463 12th Street","4","Gwynn Oak","MD","21207",20641,24055
1128,"Mayson Collins",1991,12,"Male","243 Wessex Avenue",NULL,"San Marcos","CA","92069",22081,45021
1129,"Edgar Cox",2001,5,"Male","2819 Littlewood Lane",NULL,"York","PA","17406",22991,46878
1130,"Emberly Young",1937,9,"Female","9952 South Lane",NULL,"East Hartford","CT","6108",20065,22726
1131,"Khari Sadr",1970,4,"Male","2379 Forest Lane",NULL,"Oceanside","CA","92058",16894,34449
1132,"Jakob Hall",1983,12,"Male","7121 Fourth Avenue","4","Cassville","MO","65625",13895,28334
1133,"Vanessa Anderson",1988,8,"Female","761 Main Avenue",NULL,"Snohomish","WA","98290",28037,57166
1134,"Mariana Braun",1961,1,"Female","535 Grant Boulevard",NULL,"Edinburgh","IN","46124",17585,35854
1135,"Kallie Rodriguez",1980,7,"Female","135 Littlewood Avenue","6","Oceanside","CA","92056",22050,44958
1136,"Macie Macron",1958,2,"Female","8323 Catherine Boulevard",NULL,"Jefferson","NC","28640",14218,28988
1137,"Casey El-Mafouk",1966,5,"Male","7571 George Street",NULL,"Washington Court House","OH","43160",16544,33729
1138,"Alfonso Carter",1988,5,"Male","766 Catherine Boulevard",NULL,"Fredericksburg","VA","22405",29157,59455
1139,"Keagan Long",2002,2,"Male","76 Grant Lane",NULL,"Brooklyn","NY","11210",23316,47543
1140,"Addisyn Gomez",1980,4,"Female","871 12th Lane",NULL,"Woodbridge","VA","22191",26618,54273
1141,"Adelyn Sullivan",1942,6,"Female","6335 Rose Lane",NULL,"Carson City","NV","89706",18239,38692
1142,"Rene Fisher",1965,11,"Male","0 Ocean Boulevard",NULL,"Mckeesport","PA","15132",14663,29898
1143,"Tinley Chen",1998,1,"Female","566 Hillside Street",NULL,"Holiday","FL","34691",15418,31443
1144,"Koda Reed",1977,2,"Male","8061 Spruce Drive","3","Rolla","MO","65401",17428,35538
1145,"Ameer Turner",1976,12,"Male","924 First Drive","10","El Paso","TX","79912",24608,50174
1146,"Anton White",1995,6,"Male","9226 Tenth Boulevard",NULL,"Fairfax","VA","22033",42884,87436
1147,"Aspen Martinez",1986,11,"Female","3550 Sixth Boulevard",NULL,"Novato","CA","94947",30335,61846
1148,"Makenzie Rogers",1997,7,"Female","777 Valley Stream Lane",NULL,"Chicago","IL","60623",11951,24369
1149,"Willie Farhad",1993,10,"Male","55 Madison Drive",NULL,"Bridgeport","TX","76426",21810,44470
1150,"Lionel Bailey",1991,12,"Male","1963 Summit Lane",NULL,"Fort Lauderdale","FL","33312",20995,42806
1151,"Alina Harris",1950,12,"Female","20 Oak Street",NULL,"Yorba Linda","CA","92886",38948,99825
1152,"Kyleigh Watson",1975,5,"Female","8659 El Camino Street",NULL,"Hamilton","OH","45013",19569,39898
1153,"Octavia Miller",1980,12,"Female","470 11th Lane",NULL,"Indianapolis","IN","46237",24233,49412
1154,"Alfred Powell",1997,8,"Male","6614 Ninth Boulevard",NULL,"Manchester","TN","37355",16349,33337
1155,"Milan Sanchez",1961,4,"Female","9384 Lake Street",NULL,"Revere","MA","2151",20979,17078
1156,"Alaina Allen",1992,2,"Female","9706 Mountain View Street",NULL,"Tucson","AZ","85741",21494,43826
1157,"Maisie Edwards",1968,10,"Female","29693 Bayview Drive",NULL,"Ladera Ranch","CA","92694",47991,97845
1158,"Harry Ryan",1964,2,"Male","8943 11th Drive",NULL,"Bristol","TN","37620",17795,36285
1159,"Kathryn Harris",1988,9,"Female","9633 Mill Lane","8","Aurora","CO","80013",24849,50666
1160,"Marley Anwar",1968,7,"Female","5537 Eighth Street",NULL,"Minneapolis","MN","55419",40364,82298
1161,"Khalid Masvidal",1994,8,"Male","99791 12th Boulevard",NULL,"Round Rock","TX","78681",31839,64917
1162,"Yamileth Taylor",1993,7,"Female","541 Federal Avenue",NULL,"Saint Petersburg","FL","33705",18100,36909
1163,"Trevor Jones",1995,6,"Male","5458 Spruce Street",NULL,"San Diego","CA","92122",34848,71054
1164,"Malaya Lee",1936,9,"Female","7978 Main Lane",NULL,"Gonzales","LA","70737",24703,16620
1165,"Rowan Richardson",1974,12,"Female","238 Ocean View Lane","2799","Whittier","CA","90603",27973,57027
1166,"Vicente Sanders",2001,10,"Male","3699 Lafayette Avenue","3","Omaha","NE","68107",14199,28950
1167,"Zaylee Butler",1969,3,"Female","9061 Grant Avenue","8","Alpharetta","GA","30022",0,1426
1168,"Quentin Rogers",1964,11,"Male","7680 Fourth Street","94","Batesville","MS","38606",15354,31308
1169,"Wilson Morales",1993,5,"Male","345 Elm Avenue","988","Palm Coast","FL","32164",14546,29658
1170,"Emanuel Gutierrez",1971,9,"Male","9 Fourth Drive","8","Newburgh","NY","12550",22762,46408
1171,"Myra Faraday",1980,4,"Female","396 Park Street","6644","Glade Valley","NC","28627",11431,23307
1172,"Sariah Fisher",1988,3,"Female","4238 Birch Lane",NULL,"Wildersville","TN","38388",14435,29433
1173,"London Nguyen",1992,6,"Male","581 Seventh Drive",NULL,"Henderson","NV","89012",30025,61222
1174,"Camryn Morris",1973,5,"Female","539 Pine Boulevard","45","Panama City","FL","32405",19508,39770
1175,"Zoie Morgan",1971,9,"Female","9716 Third Lane",NULL,"Reno","NV","89511",38345,78180
1176,"Demetrius Walker",1991,1,"Male","202 Washington Drive",NULL,"Pierre Part","LA","70339",23208,47317
1177,"Michael Abe",1979,1,"Male","1036 Spruce Street",NULL,"Gooding","ID","83330",14925,30432
1178,"Titan Harris",1980,5,"Male","546 First Avenue","871","Maryville","MO","64468",18226,37165
1179,"Darwin Diaz",1973,12,"Male","5659 Park Avenue",NULL,"Barberton","OH","44203",17856,36405
1180,"Yousef El-Mafouk",1989,12,"Male","334 Rose Boulevard","5","Lanham","MD","20706",23500,47916
1181,"Bobby Morgan",1967,5,"Male","262 First Lane",NULL,"Merrill","WI","54452",19705,40177
1182,"Colette Phillips",1971,2,"Female","253 West Drive",NULL,"Burlington","WA","98233",19604,39969
1183,"Cannon Myers",1975,9,"Male","33 Seventh Boulevard","73","Alachua","FL","32615",21979,44816
1184,"Niko Labelle",1988,1,"Male","835 Main Avenue",NULL,"La Mirada","CA","90638",24845,50658
1185,"Jaxxon Smith",1998,8,"Male","125 First Avenue",NULL,"Antioch","TN","37013",20236,41260
1186,"Reese Morgan",1965,3,"Male","90 Sussex Drive",NULL,"Jamaica","NY","11434",20760,42332
1187,"Marlee Ramirez",1946,1,"Female","528 Lake Drive",NULL,"Belleville","IL","62226",22545,23011
1188,"Jefferson Gomez",1955,4,"Male","66 Grant Lane","6","Morrisville","PA","19067",39495,87317
1189,"Liana Bailey",1947,9,"Female","521 Main Lane",NULL,"Colorado Springs","CO","80913",14645,25243
1190,"Joanna Roberts",1996,2,"Female","18360 Valley Avenue",NULL,"Orange","CA","92867",28884,58893
1191,"Craig Roberts",1995,7,"Male","3221 Tenth Lane",NULL,"Sewell","NJ","8080",31547,64319
1192,"Conner Johnson",1972,8,"Male","16893 Fifth Avenue","9","Mesquite","TX","75149",17810,36319
1193,"Charles Clark",1980,9,"Male","253 Lexington Avenue","6","Newport News","VA","23602",21186,43192
1194,"Sawyer Wright",1974,2,"Male","95612 South Street",NULL,"Brandon","MS","39042",22304,45476
1195,"Billy Phillips",1988,8,"Male","6606 Sixth Drive",NULL,"Cheyenne","WY","82001",20255,41297
1196,"Holland Braun",1975,1,"Female","96493 Valley Stream Avenue",NULL,"Bethlehem","CT","6751",26674,54384
1197,"Amina Perry",1977,2,"Female","754 South Avenue","2178","Marion Center","PA","15759",16071,32770
1198,"Adrianna Morales",1993,8,"Female","5594 12th Drive",NULL,"Culver City","CA","90230",29972,61104
1199,"Lane Labelle",1964,9,"Male","203 Valley Lane","662","Mosinee","WI","54455",23216,47334
1200,"Iris Long",1952,7,"Female","5456 Ninth Avenue",NULL,"Philadelphia","PA","19116",21497,43828
1201,"Emely Bell",1972,7,"Female","646 South Lane",NULL,"Reedsville","OH","45772",16618,33883
1202,"Van Clark",1975,9,"Male","5521 Spruce Avenue",NULL,"Montgomery","AL","36106",25009,50993
1203,"Zane Bailey",1971,9,"Male","829 Grant Boulevard","9","Oswego","NY","13126",20447,41690
1204,"June Ortiz",1991,1,"Female","331 Essex Drive",NULL,"Schaumburg","IL","60194",26545,54122
1205,"Adan Howard",1963,3,"Male","5651 North Boulevard",NULL,"Greenbelt","MD","20770",26467,53966
1206,"Cecilia Ortiz",2000,1,"Female","599 Hillside Drive","7","Telford","PA","18969",26273,53569
1207,"Tatum Masvidal",1952,5,"Male","172 Third Lane",NULL,"Chandler","AZ","85226",32056,65362
1208,"Donovan Diaz",1961,11,"Male","250 Hillside Drive",NULL,"Millersburg","OH","44654",13259,27035
1209,"Aiden Labelle",1981,6,"Male","190 Burns Avenue",NULL,"Wooster","OH","44691",18962,38663
1210,"Maleah Jenkins",1998,2,"Female","637 Main Avenue","8","Lakewood","CA","90715",21940,44740
1211,"Nova Morris",1976,9,"Female","534 Sixth Boulevard",NULL,"Harvey","LA","70058",19126,38994
1212,"Aleah Torres",1965,10,"Female","3067 First Street","558","Dover","OH","44622",18794,38318
1213,"Audrey Lee",1977,11,"Female","8027 Main Drive","134","Mesquite","TX","75150",18452,37623
1214,"Edward Cruz",1987,10,"Male","702 Grant Drive",NULL,"San Ramon","CA","94583",0,2365
1215,"Karina Leroux",1969,12,"Female","477 Madison Lane","5","Daly City","CA","94014",23752,48428
1216,"Brycen Bell",1961,11,"Male","50 Spruce Street",NULL,"Sacramento","CA","95823",15290,31177
1217,"Beckham Lopez",1981,10,"Male","4232 Grant Drive","25","Leakesville","MS","39451",18746,38223
1218,"Mckinley Young",1966,9,"Female","634 Grant Boulevard","51","Atlanta","GA","30312",30157,61490
1219,"Mercy Phillips",1978,10,"Female","9872 Lexington Street",NULL,"Alpharetta","GA","30004",45132,92017
1220,"Ronan Thomas",1976,12,"Male","85 East Drive",NULL,"El Paso","TX","79904",12313,25109
1221,"Fox Martinez",1975,5,"Male","310 Bayview Boulevard","6","Saint Louis","MO","63112",19874,40522
1222,"Koa Thompson",1973,4,"Male","5692 Jefferson Boulevard","1","Hurst","TX","76054",30913,63030
1223,"Braylon Cox",1958,7,"Male","8794 Catherine Lane",NULL,"Shelbyville","IN","46176",18324,37362
1224,"Colson Nguyen",1967,7,"Male","9028 Valley Stream Avenue",NULL,"Albany","NY","12203",27005,55059
1225,"Frida Burns",1970,12,"Female","676 Bayview Street",NULL,"Bothell","WA","98021",33226,67743
1226,"Amia Smith",1986,7,"Female","3177 Oak Avenue","5","Johnson City","TN","37604",20142,41069
1227,"Declan Wilson",1985,9,"Male","6781 Ocean View Drive",NULL,"Gainesville","GA","30504",15814,32245
1228,"Keyla White",1975,6,"Female","8476 Lincoln Street",NULL,"Charleston","SC","29492",41380,84365
1229,"Ishaan Roman",1965,2,"Male","7035 River Boulevard",NULL,"Silver Spring","MD","20901",30794,62791
1230,"Cyrus Myers",1988,4,"Male","558 North Street",NULL,"Poland","ME","4274",22283,45433
1231,"Leandro Anderson",1984,2,"Male","5867 East Street",NULL,"Lake George","NY","12845",20371,41537
1232,"Jefferson Jenkins",1961,10,"Male","3817 Martin Luther King Avenue",NULL,"Palos Verdes Peninsula","CA","90274",58517,119308
1233,"Cadence Fisher",1994,10,"Female","6444 Maple Lane",NULL,"The Villages","FL","32162",8491,17310
1234,"Gael James",1944,9,"Male","239 Third Drive",NULL,"Dorchester Center","MA","2124",21695,41316
1235,"Santana Masvidal",1967,3,"Male","14813 El Camino Drive",NULL,"Eastpointe","MI","48021",18487,37686
1236,"Rylan Murphy",1957,3,"Female","628 Third Avenue",NULL,"Sterling","NE","68443",17420,35519
1237,"Julissa Allen",1929,10,"Female","350 Main Boulevard","53","Palm Coast","FL","32137",17142,31805
1238,"Barbara Phillips",1977,2,"Female","973 River Street",NULL,"Seabrook","TX","77586",37415,76288
1239,"Margaret Williams",1970,6,"Female","364 Plum Lane",NULL,"Green Bay","WI","54302",16801,34255
1240,"Zackary Lewis",1996,1,"Male","34 Oak Boulevard",NULL,"Creswell","OR","97426",18364,37443
1241,"Beau Perry",1968,4,"Male","822 Martin Luther King Drive",NULL,"Mesa","AZ","85213",25005,50980
1242,"Alexandria Bell",1949,10,"Female","990 North Lane","51","Navarre","FL","32566",20045,29164
1243,"Noa Robinson",1942,12,"Female","7239 Hill Lane",NULL,"Lebanon","PA","17042",20983,30457
1244,"Winnie James",1973,1,"Female","820 Second Lane","6200","Los Angeles","CA","90062",13614,27763
1245,"Abram Lewis",1990,12,"Male","22 Mill Drive",NULL,"Chula Vista","CA","91910",20102,40988
1246,"Zachary Myers",1951,12,"Male","973 Federal Drive",NULL,"Clayton","NC","27520",22644,38637
1247,"Jonathan Adams",1973,10,"Male","9232 Mill Drive",NULL,"Somerset","NJ","8873",32610,66489
1248,"Roman Brooks",1968,12,"Male","919 Martin Luther King Lane",NULL,"Raymore","MO","64083",24981,50936
1249,"Noemi Sullivan",1978,3,"Female","98086 Essex Drive","2","Laurel","MT","59044",19625,40012
1250,"Keegan Perry",1969,3,"Male","772 Fifth Boulevard","8","Alta","IA","51002",16901,34456
1251,"Darren Murphy",1960,8,"Male","6310 Sixth Street","2695","La Porte","TX","77571",26170,53357
1252,"Duncan Nguyen",1991,11,"Male","914 George Street","5","Brooklyn","NY","11232",16985,34629
1253,"Angelo Gutierrez",1985,9,"Male","79948 Sixth Avenue",NULL,"Purcell","OK","73080",18137,36983
1254,"Halle Parker",1970,11,"Female","803 Plum Avenue",NULL,"South Gate","CA","90280",14528,29621
1255,"Rowen Brooks",1955,6,"Male","317 Wessex Boulevard",NULL,"Clinton","MI","49236",20108,41002
1256,"Dennis Rodriguez",1967,7,"Male","7970 Little Creek Drive","6","Lincolnton","GA","30817",14717,30011
1257,"Rylie Cooper",1987,3,"Female","4460 11th Avenue","1","Rockford","IL","61107",24589,50137
1258,"Quinton Powell",1998,4,"Male","724 Valley Stream Street",NULL,"Garland","TX","75044",27057,55166
